File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
o2-01_gr_e03,A,0,1,1,1,1,1,1,1,1,1,1,1,1,0.08213615363511657,0.11221994921874996,0.30287840624999995,0.33278539,1,1,0.09739343005540163,0.15379299999999999,0.2788316172839506,0.20893878666666665,0.2431452666666666,0.5687238775510204,1,1,1,1,1,1,1,1,1,1,1,1
o2-04_gr_can,A,0,0.08334895336076813,0.11101836157024784,0.11482693572778824,0.13942794459833788,0.12015663499999993,0.08304770562130176,0.07907203401360538,0.09230628166351602,0.12674379224376725,0.15782987109374993,0.14485774999999987,0.09617574173553714,0.053465358276643914,0.09082820999999994,0.0989794731404958,0.20768189583333319,0.12175262049861488,0.10516982312925162,0.053539414999999924,0.08635691499999992,0.07907697805212612,0.1448223828124999,0.11213043999999991,0.132511311418685,0.08463221249999994,0.08044665249999992,0.07994012396694207,0.08962412603305783,0.0720106028537455,0.14393006249999993,0.10349747933884292,0.09030380479999996,0.08369440976331356,0.11153120634920623,0.12772792249999992,0.15952829777777774
o2-04_gr_e04,C,2,1,0.46458039792387545,0.22033188740740742,0.4990656051423325,1,1,0.33091792011834315,0.1984699472318339,0.19417104183884296,0.487341150519031,1,1,0.0946396991676575,0.11807567401285576,0.14041422193877548,0.6504706538461538,1,1,0.052933487244897916,0.05321933966398828,0.12517915739644966,0.6312730246913579,1,1,0.1559749591836735,0.13636336081632652,0.12819326303854872,0.7798388657024791,1,1,1,0.37226899609374997,0.20427516666666662,1,1,1
o2-04_gr_e05,C,2,1,0.7217474793388429,0.25554463966049373,0.35167194731404955,1,1,0.31675635243055544,0.2914203819444444,0.19981898619329383,0.3380314459259259,1,1,0.13938588919667577,0.12931693652343743,0.14765353432098757,0.3549575538128719,1,1,0.046159083900226654,0.07079920370370364,0.1245758358846564,0.3247508302951389,1,1,0.10934296493791082,0.19117243367346928,0.17842720083102484,0.340811319214876,1,1,0.35897284775086485,0.3904884814814815,0.25578416666666653,0.3769608719723183,1,1
o2-04_gr_e06,C,2,1,0.69430094,0.27987917273673246,0.41419099238227136,1,1,0.3120523946280991,0.23820053497942378,0.1974042382271468,0.3465536069214876,1,1,0.12422591796874993,0.12113795666666666,0.14365365819361817,0.3087448428819444,1,1,0.0466780926275992,0.068910373265157,0.1321272769064359,0.26367841868622444,1,1,0.14480449768518514,0.17400468408163264,0.17951505246913577,0.24185540903686087,1,1,1,0.523376822222222,0.2907508491083675,0.23256283680142686,1,1
o2-07_gr_can,B,1,1,0.2274359722222221,0.05140848765432093,0.028534321428571326,0.01934651499999994,0.04348553670360107,1,0.37042715999999976,0.10024205536332172,0.09162314583333324,0.060461836734693804,0.05622251246537394,0.41057676388888875,0.14288883044982686,0.13230648499999992,0.13996595703124998,0.09645616358024685,0.03821678806584359,0.6058436666666667,0.23293973553719002,0.1952928888888889,0.3116055899999999,0.18198477734374996,0.0642761054624121,1,0.5325595599999999,0.22998752777777764,0.3499813281249999,0.23327201388888877,0.11430724617346937,1,0.38833657142857136,0.1231193242630385,0.18908541836734682,0.15016916358024684,0.07724277375
o2-07_gr_e07,B,1,1,1,1,1,1,1,0.2509874655647383,0.28820241888888887,0.4269885916824196,0.3332708466111772,0.38131520799999996,0.655295899408284,0.11113122749999994,0.09978375171467765,0.1705407346938776,0.15144732100591712,0.21620343250000001,0.1543168026159334,0.09933899382716047,0.096288688,0.17922000925925927,0.1633470283553875,0.24841385185185183,0.165639158203125,0.2807564649999999,0.22901974704142006,0.39399378546712793,0.30245439236111116,0.48858086328125006,0.2986328347205707,1,1,1,1,1,1
o2-07_gr_e08,B,1,1,1,1,1,1,1,0.2775988340192045,0.33731985207100595,0.4810593700000001,0.4282424064272212,0.38773964320000004,0.42402725897920607,0.11272329750000006,0.10361497111111115,0.16041174652777787,0.15365966836734696,0.1986424566115704,0.14027219550173015,0.1803365785123968,0.10355414923469393,0.1599132125000001,0.14750383875739653,0.22093461218836574,0.1371578333333334,0.3198321720226843,0.2826431997621879,0.462251364197531,0.293040697978597,0.48026182407407425,0.3229202578875173,1,1,1,1,1,1
o2-07_gr_e09,B,1,1,1,1,1,1,1,0.45286586419753083,0.4220162627599245,0.9505880902777781,0.4178075765306123,0.4391914322916667,0.3788039511834321,0.3145015277777779,0.10389933984375,0.16394733950617288,0.16178930720000004,0.2476829954648526,0.12387366609977325,0.15312000000000103,0.09790622880000005,0.15207112698412703,0.15837453846153846,0.25793793628808864,0.13530113629629625,1,0.2391666364883402,0.3623389625000001,0.36956069841269845,0.47032180864197537,0.2514358942901235,1,1,1,1,1,1
o2-10_gr_can,B,1,1,1,0.1283207300000001,0.07620677551020409,0.08813464888888896,0.04495379546328337,1,1,0.23187088888888896,0.23099261111111102,0.19868246913580245,0.07371504639889198,0.35387558333333335,0.16457066942148768,0.10010723076923078,0.1991845937500001,0.1517517569444445,0.060988848657024794,0.08733033333333282,0.06859987499999998,0.16867381481481483,0.22222053125000005,0.125669640625,0.06502783504597079,1,1,0.21389490123456795,0.17937342148760332,0.14304049333333338,0.0740591558596074,1,1,0.270581012345679,0.2590873950617284,0.20447017361111117,0.0755863861546782
o2-10_gr_e10,B,1,0.52343793,0.5849564444444445,0.8363673265306123,0.9275173265306124,1,1,0.21400721484375007,0.2443047244444445,0.2864459726562501,0.31995215570934266,0.5039497777777778,0.40580736328125,0.06572829777777782,0.1596949700000001,0.15461193367346945,0.1679425640138409,0.22234915555555562,0.1636357968,0.08444549030470917,0.1600786111111112,0.12969357340720228,0.2178269236111112,0.2208271989795919,0.13127659937565037,0.2393711543209877,0.33006929591836737,0.2703112425,0.33328319135802464,0.47960005917159776,0.3838040173010381,0.7094620864197533,0.7574951234567905,0.9388756406250001,0.9985793906250006,1,1
o2-10_gr_e11,C,2,0.10165625000000018,0.05357794463667822,0.1520001468144045,0.2354567913223141,0.3548686038781165,1,0.13786244444444518,0.07950293367346943,0.20180414843750005,0.3484174048442907,0.8615567283950618,1,0.05393926530612243,0.0822661479591837,0.16372238095238104,0.34924529012345684,1,1,0.06815613000000009,0.08009126592797787,0.17526275413223144,0.33967529750000014,1,1,0.08949609722222235,0.12585541358024696,0.2390360609418284,0.36968072022160664,0.9585662222222225,1,0.1505966776859505,0.15804880886426598,0.2915368240740741,0.4855990844444445,0.7305944861111111,1
o2-10_gr_e12,C,2,0.3930710082644626,0.5044512499999998,0.5627168264462808,0.9097341093749999,1,1,0.16107380622837358,0.1952330802469135,0.24485114958448742,0.36848591015625,0.4071265051903113,1,0.04906939197530854,0.13079491999999993,0.10356108587257612,0.21283765306122443,0.20921598666666658,0.1692516074999999,0.060837078124999874,0.10855934911242594,0.1131419833795013,0.21598367361111093,0.20572303550295848,0.21226356249999992,0.14483720061728386,0.25535747916666646,0.22846206172839498,0.3604001683673468,0.3595640088888888,0.4487385857988166,0.3329774444444443,0.34590388165680463,0.5883654074074073,0.898468102040816,0.8934782343749996,1
o5-01_gr_can,C,2,0.021555189349112353,0.022478752222222172,0.04825049586776854,0.08291169927159205,0.11447628894173598,1,0.05831617202268423,0.06847300520833326,0.11641673249999994,0.10261113647959177,0.17902462037037029,0.21581076417233552,0.06619183264746223,0.0846796545138888,0.11609333081285438,0.14120575736961444,0.17182060499999996,0.14712586778670558,0.11245320037807179,0.1195833631999999,0.17880121749999991,0.18042078260869554,0.18971356143667287,0.1581203921038399,0.1728055689981096,0.1909590104166666,0.2111355503472222,0.2288406024305555,0.24754511153119088,0.1489087557397959,0.4109384583333332,0.3521780933333332,0.2788883764172335,0.4254270399999999,0.38752776124567456,0.40707205263157886
o5-01_gr_e01,B,1,1,1,1,1,1,1,0.8565865562130178,0.4742501577503429,0.6876746814404431,1,1,1,0.10313493456276027,0.12493315495867771,0.20544983115338886,0.272175900887574,0.2541355777777777,0.8657809600000002,0.10785584187499998,0.10715166775510203,0.16753841308593745,0.15149217750182617,0.273311848765432,0.7140380000000002,1,0.8613386328125,1,0.5734504062500001,1,1,1,1,1,1,1,1
o5-01_gr_e02,B,1,1,1,1,1,1,1,1,0.7219556640625,0.8394240399999999,0.7025078456790121,1,1,0.10336875413223137,0.12100529931972788,0.18027044809688578,0.14433166749999998,0.18608652148437496,1,0.10621436842105259,0.13956770523415973,0.21334528124999996,0.1438632666179693,0.18273178399999995,1,1,1,0.7765983703703703,0.5249504111999999,1,1,1,1,1,1,1,1
o5-01_gr_e03,B,1,1,1,1,1,1,1,1,1,1,0.8320986289062496,1,1,0.09731619555555547,0.12719462524654826,0.175677111111111,0.1678239704142011,0.17104183391003452,0.8550790399999992,0.10350443893480249,0.12457982971729117,0.17311525390218516,0.1614313591836734,0.21682419444444428,1,1,1,0.5990486198347107,0.6618721814058955,1,1,1,1,1,1,1,1
o5-04_gr_can,C,2,0.1799269861111113,0.20926990972222237,0.19209590306122462,0.2665055200000002,0.24975121487603322,0.2091894642857145,0.11168703555555565,0.12964914062500013,0.20387251388888902,0.2064549791666669,0.21620979861111134,0.193672392857143,0.03929633240997238,0.07827111500000007,0.17567097916666694,0.19355611805555564,0.1824390400000001,0.13934616250000012,0.07033186111111123,0.08761685487528352,0.12964102343750009,0.12756436111111122,0.13503314058956922,0.18659550390625015,0.10438768500000012,0.20824104166666688,0.17885659027777795,0.1928254930555557,0.1787073359375001,0.26413909722222245,0.18877415555555568,0.19006199489795936,0.14403975510204095,0.18790562500000013,0.162246175925926,0.27019922916666683
o5-04_gr_e04,B,1,0.12502157100591726,0.17530213609467465,0.19661919600000008,1,1,1,0.10858550750000016,0.15657183057851257,0.22024148480902783,1,1,1,0.045414725897920706,0.11541122873345952,0.20105715806336794,1,1,1,0.08507269252077578,0.1035094687500001,0.17925558722222226,1,1,1,0.1135760401234569,0.1705986020761247,0.2610755292570679,1,1,1,0.19344881944444467,0.3421250864197535,0.6310173456790126,1,1,1
o5-04_gr_e05,B,1,0.047342487500000044,0.09816540234375004,0.2583593700642793,1,1,1,0.10211224260355044,0.11778865909090916,0.19902705161979356,1,1,1,0.03994515000000006,0.08281233081285448,0.1525399309423034,1,1,1,0.08574341551246546,0.10357151750000006,0.1494601526832956,1,1,1,0.13598595987654333,0.15428249691358034,0.185754014277216,1,1,1,0.3379000000000002,0.2993148700000001,0.3312572622222223,1,1,1
o5-04_gr_e06,C,2,0.04176514555765601,0.134393292244898,0.5356499092970524,1,1,1,0.0675618125000001,0.12666992403746102,0.29317821234567903,1,1,1,0.04155723250000009,0.10310088062442618,0.24481783967704734,1,1,1,0.08157331250000009,0.1230270475206612,0.18024826955119602,1,1,1,0.1490131111111112,0.1738304444444445,0.20851596543107037,1,1,1,0.2711583000000002,0.2924424166666668,0.3329180375000001,1,1,1
o5-07_gr_can,B,1,1,0.1182490242214533,0.10451657988165683,0.0930795694444445,0.07129621301775149,0.03238939265306123,1,0.1743300416666667,0.18096557024793394,0.2028418700000001,0.19715349000000013,0.08562400945179587,0.28266750000000007,0.14623175,0.2174576,0.32871948437500015,0.328509328125,0.08513166454081633,0.3117053055555555,0.21071759000000015,0.22539838,0.33519823437499996,0.32801195312500003,0.08121177580539121,1,0.19921718181818182,0.17336543750000008,0.2467103827160495,0.2908531875000002,0.09095188888888893,1,0.3353892857142858,0.2018223700000001,0.22292320987654327,0.2032236800000001,0.08317007555555558
o5-07_gr_e07,C,2,0.9352117755102038,1,1,1,1,1,0.21554010657596365,0.35320857142857137,0.3990808928571428,0.41053258666666653,0.4380898222222222,0.9690610816326531,0.07831889749999998,0.10856843359374996,0.15601547656249998,0.20799016,0.2392547511111111,0.421095962962963,0.09380869333333326,0.14602281818181803,0.19874023140495858,0.26349344444444445,0.2121952222222221,0.20812598666666662,0.2796029642857142,0.26151938671874997,0.3902514214876032,0.3423547633136094,0.36239060416666663,0.37258952083333324,0.8118223906250002,0.809288328125,0.6038440991735535,0.6513559,0.5827597851239669,1
o5-07_gr_e08,B,1,1,0.9503185061728394,1,1,1,1,0.38050053777777765,0.32617420987654316,0.3586214740484429,0.3966339733333333,0.42888566222222213,0.3765989783950618,0.12482334183673467,0.13608254666666664,0.20410031249999994,0.19913661777777777,0.2501783668639053,0.16983043667296788,0.09579182031249993,0.14419254999999992,0.14523385207100584,0.14059855612244895,0.2573085312499999,0.1609104845679012,0.20901870414201176,0.1965161239669421,0.29937120312499993,0.3867796666666664,0.2675313906249999,0.23510204166666662,0.41385465625000006,0.28908075,0.35199392187499995,0.31988848437499995,0.37724133333333326,0.4595276944444444
o5-07_gr_e09,B,1,1,1,1,1,1,1,0.29513026543209864,0.38545052551020403,0.4253463826530612,0.46333123469387744,0.5168795502958577,0.6875731199999999,0.11128318877551009,0.12827327343749995,0.17370702666666657,0.20288762499999993,0.2622712444444444,0.24611495844875342,0.12988604132231393,0.1441809999999999,0.1926931099999999,0.2435072899999999,0.22378570138888873,0.1818609276859503,0.3997915679012344,0.2872605562130177,0.3000631065088757,0.32722337869822476,0.3649768541666665,0.3200547040816326,0.7178685156249998,0.6161309012345679,0.7039075312499998,0.6481028395061726,0.675140259259259,0.5654075702479338
o5-10_gr_can,B,1,0.12156731250000073,0.08494312000000015,0.07805595867768601,0.1608160816326533,0.23426530555555572,0.25617557142857167,0.0812929200000001,0.10958998765432112,0.22507786111111136,0.26365322222222254,0.2764601388888892,0.22413642187500016,0.12090278125000027,0.14892565625000018,0.278235527777778,0.28943497222222236,0.2768102222222224,0.21922940625000018,0.08348377777777796,0.09475944000000014,0.18077820312500018,0.2021006250000002,0.16719039062500018,0.12706064497041428,0.18187269387755126,0.19415588888888904,0.22192219444444453,0.20759525000000026,0.0842312400000001,0.10073705785123974,0.21640865625000022,0.20922258333333374,0.19051586111111146,0.0867307200000002,0.0909886388888892,0.07541214814814821
o5-10_gr_e10,A,0,0.6223051199999998,0.5061445555555556,0.6421831999999998,0.6713696400000002,0.5828030277777779,0.505368328125,0.21620587999999996,0.23880480999999998,0.3037815802469135,0.5325616944444445,0.5647630833333332,0.34908169421487606,0.12557808641975318,0.15901498765432098,0.21244639506172833,0.3535575714285714,0.2709777999999999,0.3222555308641974,0.06346629166666666,0.1033575599999999,0.12187803550295856,0.2441094531250001,0.27902446875,0.3074363906249999,0.1279375384615385,0.188974987654321,0.33938038888888866,0.3668330277777777,0.39798241666666656,0.40815094444444444,0.26414793749999993,0.3442154722222222,0.39369466666666675,0.2859555555555555,0.27178681,0.3992020408163265
o5-10_gr_e11,A,0,0.23490221874999964,0.23756855999999973,0.5831655555555552,0.7739394444444441,0.687919135802469,1,0.117652347222222,0.25222889062499965,0.24230709467455602,0.44996601999999986,0.5103646776859503,1,0.11430007812499969,0.12065910743801633,0.22669496999999972,0.2314678877551019,0.41977644999999986,0.4542064097222219,0.042354230769230616,0.1271293593749997,0.10431185204081612,0.21551667999999977,0.2106091420118342,0.26630567857142845,0.14244802040816282,0.15932777777777735,0.16819770312499968,0.23817383673469358,0.32918602777777733,0.19848148520710038,0.16352537499999975,0.1679814999999995,0.1936319444444441,0.12073217355371878,0.18032510937499963,0.25204212499999973
o5-10_gr_e12,A,0,0.26454930612244926,0.30433937500000013,0.516724653061225,0.6254058750000003,1,1,0.11638672916666683,0.18819666942148788,0.3063589586776862,0.39175281944444457,0.3825864913494811,1,0.10326414062500032,0.14398751000000026,0.20171447916666682,0.2620225029585801,0.29462605078125015,0.6962879753086422,0.04248558579881672,0.13266003125000023,0.1119941360946747,0.21692146000000023,0.21695952662721907,0.28695393367346955,0.16587163888888934,0.16249930555555592,0.17815418367346972,0.14513811000000024,0.23566085714285764,0.20587553777777798,0.13135799000000026,0.1629841632653064,0.17771550000000058,0.17277455555555582,0.15753159183673496,0.14529635111111128
