o2-07_gr_e08,B,B,1,A,0,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o2-07_gr_e09,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B2,0,B,1
o2-10_gr_e10,B,B,1,A,0,A,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o2-10_gr_e11,A,B1,0,A,1,D,0,A,1,D,0,D,0,D,0,D,0,A1,0,A,1
o2-10_gr_e12,B,B,1,A,0,A,0,A,0,B,1,B1,0,B1,0,B,1,B,1,B,1
o2_gr_e01,C,B,0,C,1,C,1,C,1,B,0,C,1,C,1,B,0,B,0,B,0
o2_gr_e02,C,B,0,C,1,C,1,C,1,B,0,C,1,C,1,B,0,B,0,B,0
o2_gr_e03,C,B1,0,C,1,C,1,C,1,B,0,C,1,C,1,B,0,B,0,B,0
o2_gr_e04,B,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o2_gr_e05,B,B3,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o2_gr_e06,B,B3,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o2_gr_e07,B,B,1,B1,0,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o2_gr_e08,B,B,1,B1,0,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o2_gr_e09,B,B,1,B1,0,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o2_gr_e10,C,B1,0,C,1,C,1,C,1,B1,0,C,1,C,1,B1,0,B,0,B,0
o2_gr_e11,C,B1,0,C,1,C,1,C,1,B1,0,C,1,C,1,B1,0,B,0,B,0
o2_gr_e12,C,B1,0,C,1,B,0,C,1,B1,0,B,0,C,1,B1,0,B2,0,B,0
o3_gr_e01,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e02,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e03,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e04,C,B,0,C,1,C,1,B,0,B,0,C,1,C,1,B,0,B,0,B,0
o3_gr_e05,B,B,1,A,0,C,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e06,B,B,1,A,0,C,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e07,C,B,0,A,0,C,1,B,0,B,0,B1,0,B1,0,B,0,B,0,B,0
o3_gr_e08,B,B,1,A,0,C,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e09,C,B,0,A,0,C,1,B,0,B,0,C,1,C,1,B,0,B,0,B,0
o3_gr_e10,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e11,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o3_gr_e12,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o4_gr_e01,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,A,1,A3,0,A,1
o4_gr_e02,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,A,1,A3,0,A,1
o4_gr_e03,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,A,1,A3,0,A3,0
o4_gr_e04,A,B,0,A,1,A,1,A,1,A2,0,A,1,A,1,A,1,A3,0,A,1
o4_gr_e05,A,B,0,A,1,A,1,A,1,A2,0,A,1,A,1,A,1,A3,0,A,1
o4_gr_e06,A,B,0,A,1,A,1,A,1,A2,0,A,1,A,1,A,1,A3,0,A,1
o4_gr_e07,A,B,0,A,1,A,1,A,1,A2,0,A,1,A,1,A,1,A3,0,A,1
o4_gr_e08,A,B,0,A,1,A,1,A,1,A2,0,A,1,A,1,A,1,A3,0,A,1
o4_gr_e09,A,B,0,A,1,A,1,A,1,A2,0,A,1,A,1,A,1,A3,0,A,1
o4_gr_e10,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,A,1,A1,0,A,1
o4_gr_e11,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,A,1,A1,0,A,1
o4_gr_e12,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,A,1,A1,0,A,1
o5-01_gr_e01,B,B1,0,C,0,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o5-01_gr_e02,B,B1,0,C,0,B,1,C,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o5-01_gr_e03,B,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B1,0,B2,0,B,1
o5-04_gr_e04,D,D,1,D,1,D,1,D,1,D,1,D,1,D,1,D,1,A1,0,A,0
o5-04_gr_e05,D,D2,0,D,1,D,1,D,1,D,1,D,1,D,1,D,1,A1,0,A,0
o5-04_gr_e06,D,D,1,D,1,D,1,D,1,D,1,D,1,D,1,D,1,A1,0,A,0
o5-07_gr_e07,B,B,1,A,0,A,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5-07_gr_e08,B,B,1,A,0,A,0,A,0,B,1,B1,0,B1,0,B,1,B,1,B,1
o5-07_gr_e09,B,B,1,A,0,A,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5-10_gr_e10,A,B,0,A,1,A,1,A,1,A2,0,D,0,D,0,B,0,A1,0,B,0
o5-10_gr_e11,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,D,0,A1,0,B,0
o5-10_gr_e12,A,B,0,A,1,A,1,A,1,A,1,A,1,A,1,D,0,A1,0,B,0
o5_gr_e01,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e02,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e03,B,B,1,A,0,B,1,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e04,B,B,1,D,0,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e05,B,B,1,C,0,C,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e06,B,B,1,C,0,C,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e07,C,B3,0,A,0,B1,0,B,0,B,0,B1,0,B1,0,B,0,B,0,B,0
o5_gr_e08,B,B,1,A,0,C,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e09,B,B,1,A,0,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e10,B,B,1,A,0,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e11,B,B,1,A,0,B1,0,B,1,B,1,B1,0,B1,0,B,1,B,1,B,1
o5_gr_e12,C,B,0,A,0,B1,0,B,0,B,0,B1,0,B1,0,B,0,B,0,B,0
Total,-,-,42.222,-,56.667,-,72.222,-,75.556,-,60,-,60,-,61.111,-,53.333,-,45.556,-,63.333
Success A,-,-,0,-,100,-,92.857,-,100,-,64.286,-,92.857,-,92.857,-,42.857,-,42.857,-,42.857
Success B,-,-,80,-,22.222,-,55.556,-,62.222,-,66.667,-,33.333,-,33.333,-,66.667,-,64.444,-,100
Success C,-,-,0,-,63.636,-,72.727,-,54.545,-,0,-,63.636,-,72.727,-,0,-,0,-,0
Success D,-,-,33.333,-,100,-,100,-,100,-,100,-,100,-,100,-,100,-,0,-,0
