File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25
o2-04_gr_e04,D,3,0.25377641972972975,0.07684247513513516,0.1380152171621621,0.28,0.28,0.07461825953488374,0.05742602599999999,0.12861777313253012,0.28,0.28,0.009964008809523797,0.029042700188679233,0.1226392827586207,0.28,0.28,0.044005647,0.037975731632653054,0.11524925712643677,0.28,0.28,0.19970311702702703,0.09803769324324323,0.10206943250000002,0.28,0.28
o2-04_gr_e05,D,3,0.26375872540540546,0.14388164486486488,0.12408454805555554,0.254439487027027,0.28,0.08729278648648647,0.06183721097560973,0.11407946950617283,0.25015606243243244,0.28,0.05378477189189188,0.031373404999999986,0.1146463562637362,0.26286074,0.28,0.03262379022727271,0.04663500978260868,0.11558978275862071,0.27024509,0.28,0.11318801405405406,0.08225146,0.11384346261538458,0.28,0.28
o2-04_gr_e06,D,3,0.26874989216216216,0.1545313727027027,0.1246056888888889,0.25686955513513515,0.28,0.08706805621621619,0.057623023414634156,0.11200505025000003,0.24425095000000002,0.28,0.06012570054054055,0.028613371199999977,0.10634017670588235,0.24670637513513513,0.28,0.042913255961538437,0.05051090773584904,0.11134666160493828,0.24671818324324327,0.28,0.2085467821621622,0.11530717702702704,0.11121702628205128,0.23823949027027025,0.28
o2-07_gr_e07,B,1,0.13502046607142856,0.1451105957142857,0.14664924714285713,0.13893323857142856,0.14581708107142857,0.06768316088888889,0.0716495925,0.08137173224999998,0.07688379297297296,0.07658162642857144,0.011995120999999996,0.019845905483870965,0.027058964642857137,0.04174876178571428,0.04382694666666666,0.04301764137931033,0.050917815294117624,0.057845509655172406,0.06684812129032258,0.07614623135135132,0.10659378285714285,0.11704860392857143,0.1200966475,0.12113934821428571,0.1311983775
o2-07_gr_e08,B,1,0.14063357464285714,0.15,0.15,0.13651542285714285,0.143381515,0.0625693357142857,0.07512963568181819,0.08088891690476194,0.08058161641025643,0.08105229058823529,0.013210427142857157,0.01960608090909093,0.027450210000000013,0.030984891666666684,0.039885168139534896,0.06323508361111113,0.06551064428571432,0.06793173388888889,0.07103251228571432,0.07389038871794874,0.14108951428571428,0.13496171250000003,0.1354491082142857,0.13080094571428572,0.13301862035714287
o2-07_gr_e09,B,1,0.15,0.15,0.15,0.14570634321428572,0.14550814464285716,0.0737480825,0.085250795,0.09385145972222224,0.09077460095238099,0.0797989490909091,0.07900122642857144,0.019965682424242428,0.028008968333333335,0.03651125035714286,0.04938902641509435,0.11591752392857144,0.05460630771428573,0.06361692212121213,0.07116100032258064,0.08121565196078433,0.1408932032142857,0.12432131035714286,0.12793118285714286,0.127688735,0.12871158464285712
o2-10_gr_e10,B,1,0.07211127631578948,0.06669981368421055,0.0859260705263158,0.09280553421052633,0.10376692894736843,0.027882025500000008,0.033538302000000006,0.04311887269230771,0.05110849291666667,0.05823715130434782,0.00848571190476191,0.014978721363636371,0.019583158947368434,0.025517427916666672,0.036198864166666664,0.03423411090909092,0.0418235952,0.04780744076923078,0.05128049739130435,0.05779315962962963,0.07959270210526316,0.07592087315789475,0.08642643000000001,0.08988531473684211,0.11026056894736841
o2-10_gr_e11,A,0,0.06492144631578949,0.014985680454545463,0.041033198666666666,0.065848847,0.12,0.06561535421052632,0.0178718295652174,0.0466274262962963,0.07422272315789474,0.12,0.023647912631578952,0.019624759230769236,0.05109986068965519,0.08189289999999999,0.12,0.016466177368421063,0.027718169600000005,0.05600432807692309,0.0831216915789474,0.12,0.02271155000000001,0.03486487296296297,0.061800125384615386,0.08423544391304348,0.12
o2-10_gr_e12,B,1,0.054801157368421026,0.06242309684210525,0.0742688142105263,0.09362146631578945,0.11410890315789474,0.021878636799999983,0.03140630230769229,0.043182062692307684,0.05526517928571426,0.0695698789473684,0.006519790454545437,0.011800533333333323,0.01847219380952379,0.023672599130434773,0.030481790799999988,0.027082819473684194,0.027863493499999982,0.039255562727272715,0.04608546913043477,0.05977508789473684,0.03732145799999999,0.04550133684210524,0.07337468526315788,0.07886536473684208,0.10068526315789472
o2_gr_e01,C,2,0.28,0.17856363793103447,0.14755975931034482,0.28,0.28,0.06429236229508194,0.05619855599999995,0.09891568068181812,0.15741762809523804,0.28,0.01156092799999997,0.02169502524999998,0.053353471639344244,0.09528097701492533,0.1285828427586207,0.24167618310344827,0.1886909431034483,0.0919437648076923,0.07979613207547169,0.08815076057692305,0.28,0.28,0.26902473758620693,0.20719698172413792,0.12818270793103445
o2_gr_e02,C,2,0.14939617448275863,0.15804203931034486,0.1625408331034483,0.08744371447368422,0.27529364620689656,0.02578371620689656,0.07211393896551725,0.04292302327272729,0.10443529327868853,0.2501292934482759,0.013468988484848496,0.021820504864864875,0.053355357343750014,0.09869672250000001,0.1699227051724138,0.28,0.2331183724137931,0.12126615448275864,0.08641854225000002,0.11184988620689656,0.28,0.28,0.24198985379310348,0.14661967448275862,0.1960104210344828
o2_gr_e03,C,2,0.21163406931034484,0.18644069689655177,0.09961715350000003,0.27191091206896556,0.28,0.05000014000000003,0.048256812244898,0.09290166383561645,0.14906084833333338,0.28,0.014571180000000022,0.028622714565217405,0.06840302112903227,0.1078494980357143,0.18267207758620693,0.28,0.2031352527586207,0.11221682238095243,0.0999320723529412,0.10928938585365855,0.28,0.28,0.28,0.20533139655172417,0.20587274965517247
o2_gr_e04,B,1,0.28,0.28,0.28,0.28,0.28,0.26326128241379315,0.231296695862069,0.21363351413793105,0.28,0.27225464689655177,0.01762283530612247,0.024883845000000022,0.02878409387096775,0.05754015413793106,0.05685197521126761,0.2731254696551724,0.28,0.28,0.2649465186206897,0.13308916111111116,0.28,0.28,0.28,0.28,0.28
o2_gr_e05,B,1,0.28,0.28,0.28,0.28,0.28,0.28,0.2640976655172414,0.28,0.28,0.2508720355172414,0.012464692105263136,0.03134712699999999,0.034126586874999976,0.04659375699999998,0.08221851693548385,0.06751129596774189,0.09437285896551724,0.2434608455172414,0.2717384710344828,0.224797145862069,0.26749493724137935,0.28,0.28,0.28,0.28
o2_gr_e06,B,1,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.1969300386206897,0.01447682363636364,0.03123382489361703,0.040794284687500015,0.08831060206896553,0.07365425516666667,0.07202196875000001,0.09329832352941177,0.20500150034482761,0.28,0.26220787310344834,0.28,0.28,0.28,0.28,0.28
o2_gr_e07,B,1,0.28,0.28,0.28,0.2745004027586207,0.20581687206896554,0.28,0.2630996782758621,0.19443693482758623,0.08598633160000002,0.09539156875,0.012503035526315808,0.02373950780487807,0.03552334612903228,0.05786000225000002,0.0770457366666667,0.25332029448275867,0.23477032103448278,0.16596552137931037,0.1359167165,0.12617200822222224,0.28,0.28,0.28,0.28,0.2712640020689655
o2_gr_e08,B,1,0.28,0.28,0.28,0.2742377931034483,0.17504865862068966,0.28,0.2627864793103449,0.19799691034482758,0.0787533304255319,0.08214381951612904,0.013051529696969686,0.021388345135135114,0.032972775151515143,0.05428868023255814,0.0641241515068493,0.2438855151724138,0.16847311965517242,0.12998644965517242,0.12285089682926827,0.10647852829787234,0.28,0.28,0.28,0.27496684000000005,0.24408731275862067
o2_gr_e09,B,1,0.28,0.28,0.28,0.28,0.19213954344827588,0.28,0.28,0.2464833562068966,0.09449060517241377,0.08654120277777774,0.012826696486486456,0.019187929428571403,0.034467426060606036,0.04530656088235292,0.06910720826666664,0.24258652000000003,0.16612653034482758,0.17026658620689653,0.13211503641025638,0.11463362823529408,0.28,0.28,0.28,0.2622389779310345,0.23818724103448277
o2_gr_e10,C,2,0.03946283000000002,0.07773583151515152,0.28,0.28,0.28,0.02708695146341465,0.05918831666666668,0.11615984000000004,0.13993048500000002,0.19878152862068968,0.012498452058823549,0.02396513812500002,0.04642506780487808,0.07082755452830189,0.08953196042857144,0.28,0.28,0.28,0.23857654413793106,0.1372680735714286,0.28,0.28,0.28,0.28,0.28
o2_gr_e11,C,2,0.07039498655172413,0.1514452079310345,0.28,0.28,0.28,0.027116742702702704,0.0753821148275862,0.13797791255813951,0.1479415667741935,0.21324535551724141,0.01159640909090909,0.019343418421052635,0.041240356341463405,0.06785124106382978,0.08763705112676057,0.28,0.28,0.28,0.23367564068965518,0.13919567285714285,0.28,0.28,0.28,0.28,0.28
o2_gr_e12,C,2,0.20664388482758622,0.28,0.28,0.28,0.28,0.05862902461538464,0.085779135,0.17887967896551726,0.25442566379310344,0.2579443603448276,0.01146918612903226,0.027027749459459467,0.06031257896551725,0.05102916000000001,0.06265918860759495,0.28,0.2499686727586207,0.24294966172413796,0.196214015862069,0.1048967035714286,0.28,0.28,0.28,0.28,0.28
o3_gr_e01,B,1,0.24,0.24,0.24,0.24,0.24,0.059320227142857146,0.07285063351351354,0.08095181687499999,0.08164648433333334,0.0840201623404255,0.010841459999999999,0.018749431212121217,0.028744035666666685,0.03488679861111112,0.043898407413793084,0.05815024023255815,0.06799079933333335,0.07464829944444444,0.07880892484848485,0.08211689565217395,0.24,0.24,0.23076302344827584,0.2079327465517241,0.2094594151724138
o3_gr_e02,B,1,0.24,0.24,0.24,0.24,0.24,0.06341754064516132,0.07804886942857146,0.08243462666666672,0.08289519606060607,0.08108517232558142,0.013442212972972994,0.021562814062500033,0.032282936562500024,0.03845394515151517,0.046261161071428594,0.05471882676470591,0.0749711479166667,0.07964970914285716,0.08348982939393941,0.08815961500000001,0.24,0.2355732775862069,0.2355517272413793,0.22237985931034482,0.21458272931034483
o3_gr_e03,B,1,0.24,0.24,0.24,0.24,0.24,0.05774081560975612,0.06434270972222224,0.07754041580645163,0.08025048315789478,0.08322977484848489,0.012843477575757597,0.019833420588235316,0.02963889766666668,0.03631811285714289,0.042603033478260895,0.0597170066666667,0.0733297635,0.0755285627027027,0.07886050500000003,0.07775890527777779,0.24,0.24,0.22653457620689654,0.2044528475862069,0.20598393310344829
o3_gr_e04,C,2,0.08484329103448277,0.16622185965517242,0.24,0.24,0.24,0.036731479032258076,0.06308211719298246,0.10680113217391303,0.1226675622580645,0.21820282896551724,0.015763665172413795,0.026222028717948723,0.04453518820512821,0.060732534375,0.07015291157894737,0.15716247793103447,0.07631317393939395,0.07151465950000001,0.07063762851063829,0.06938729245614034,0.24,0.24,0.24,0.22611091965517244,0.1530344531034483
o3_gr_e05,B,1,0.15830342068965517,0.18741705862068964,0.2111969375862069,0.22917213689655172,0.24,0.0355250988888889,0.04499508852941176,0.05639306310344828,0.07225612344827588,0.0705231835,0.014138428461538467,0.022902596666666677,0.041474151724137924,0.04746740034482759,0.04897637829787234,0.0777424806818182,0.08877747625000001,0.11778613034482759,0.1233853148275862,0.05526833066666666,0.24,0.24,0.24,0.24,0.24
o3_gr_e06,B,1,0.21616110655172413,0.2161701420689655,0.19857665827586204,0.2049918772413793,0.19895924137931031,0.04389047899999998,0.0679916896551724,0.05653882034482758,0.0724802193103448,0.06841669363636362,0.01595006947368419,0.020800560882352923,0.054410715517241366,0.0576266496551724,0.04180638770491801,0.08559789048780488,0.08549458743589741,0.08077698090909087,0.07775724705882352,0.05850813916666667,0.24,0.24,0.24,0.24,0.24
o3_gr_e07,C,2,0.18824843586206896,0.21931412241379308,0.20414013137931036,0.21691154586206896,0.23640206758620688,0.03762042355555557,0.05471812551020409,0.07932037365853659,0.0959148292857143,0.11033976000000001,0.05763239793103448,0.016710751794871796,0.032037685263157895,0.04732539743589745,0.07101754789473684,0.09001824965517241,0.07022405116279071,0.07374779972222219,0.07374383999999999,0.06656279271186441,0.24,0.24,0.24,0.22619662448275862,0.14640932310344826
o3_gr_e08,B,1,0.24,0.23454537793103447,0.21082651517241377,0.2256706168965517,0.2091048493103448,0.04772959630434784,0.06013987684210529,0.069900085,0.07989230620689657,0.08569195590909091,0.01040464580645162,0.02081742606060607,0.03346965085714287,0.04240352911764707,0.05386092884615386,0.07226362936170214,0.08121643650000002,0.09120258473684212,0.09578546000000003,0.09072082322033899,0.24,0.24,0.24,0.24,0.2324470768965517
o3_gr_e09,C,2,0.17935992517241378,0.16439419827586207,0.16102921241379312,0.1664454231034483,0.23221050586206896,0.02793400290322582,0.03780987693877552,0.06799511931818185,0.09534620487804883,0.11848443724137933,0.22367586068965514,0.01226954081081083,0.03428511575000001,0.06322320815789477,0.09580902489361705,0.09835650862068966,0.06926334938775512,0.0805640602857143,0.07928919574999999,0.09138264250000003,0.24,0.24,0.22747586034482759,0.2068488506896552,0.13803582758620686
o3_gr_e10,B,1,0.24,0.24,0.24,0.24,0.17879360172413794,0.11205075344827588,0.08949135931034485,0.06716538030303032,0.06957267151515156,0.06307848200000002,0.015515341212121237,0.02354306891891894,0.03033608705882356,0.0354391608571429,0.04143540191489364,0.07253232850000005,0.07723839512195124,0.08114285840909093,0.08269785457142861,0.08030389304347826,0.24,0.24,0.21072283551724136,0.21525113103448276,0.2063064472413793
o3_gr_e11,B,1,0.24,0.24,0.24,0.1918325893103448,0.20128910241379308,0.07052862210526312,0.07382493777777774,0.07223620184210525,0.06552535527777775,0.06038081590909088,0.014668886749999985,0.022964231290322563,0.03573422172413791,0.031697671818181804,0.04063325814814814,0.063915892745098,0.07226228486486484,0.07542635117647055,0.07717469756756756,0.07187205452380951,0.24,0.24,0.22590326896551724,0.22586727793103448,0.1876545775862069
o3_gr_e12,B,1,0.24,0.24,0.24,0.24,0.19510427482758622,0.09398347137931036,0.0773756627586207,0.07045342875,0.0702819337142857,0.07305058683544308,0.014553618125000015,0.022152640810810826,0.034627519655172426,0.03241175000000002,0.040014412631578955,0.0696989812195122,0.07513998750000003,0.07561553194444444,0.07487463933333337,0.06866435585365854,0.24,0.23544633896551723,0.2174000948275862,0.20415177931034484,0.19394906724137928
o4_gr_e01,A,0,0.07158391275862068,0.07833434517241379,0.10030838551724136,0.08571763379310343,0.11536331862068963,0.03745618413793102,0.01869031633333332,0.029530942333333317,0.05600268068965515,0.0873237248275862,0.019439985862068954,0.017033502903225792,0.04018286137931033,0.05740024758620688,0.11012768862068964,0.02019423793103447,0.028487136388888876,0.04228806676470585,0.06966363689655171,0.11073592310344826,0.02736692804878047,0.04463386594594594,0.05792626971428569,0.06637906366666665,0.11560556137931034
o4_gr_e02,A,0,0.08512627034482761,0.07250313965517242,0.09151985931034484,0.06205391172413795,0.12115785827586208,0.01598184344827588,0.018126985000000023,0.061526714827586225,0.04154813848484852,0.09018865931034484,0.0078051400000000186,0.032959890689655186,0.04225635620689658,0.050801441290322616,0.13625148172413792,0.0125886685714286,0.029454098421052663,0.046001175454545476,0.06215198685714288,0.13011619137931035,0.023881309767441888,0.04514500325000003,0.06143004787878791,0.07437512918918919,0.1468400024137931
o4_gr_e03,A,0,0.05966249379310346,0.06553663137931037,0.05836736000000003,0.0856627903448276,0.11965476724137933,0.008849233823529435,0.022942598823529427,0.03773502600000002,0.05051934806451615,0.10303072827586209,0.005396925862068988,0.02578353275862071,0.039678300344827604,0.04840561612903229,0.12575191206896552,0.018277855862068985,0.020952423823529437,0.03481636344827588,0.04811091225806455,0.10730028172413794,0.011787633103448296,0.028503658064516147,0.05354692655172416,0.0738319775862069,0.12159002620689655
o4_gr_e04,A,0,0.07821190931034483,0.07868547310344827,0.09041295137931034,0.08281364344827585,0.06839218448275862,0.06475055965517242,0.06535075793103448,0.02083360172413792,0.051027595172413794,0.0465739545614035,0.040078797586206895,0.05419939689655172,0.024852936129032256,0.037967970624999986,0.05836517705882352,0.02440206218749999,0.03643054763157894,0.05573416847826087,0.07029235970588234,0.07712071379310344,0.05343756689655172,0.062130694838709664,0.09074160965517242,0.12421080862068966,0.15555142379310347
o4_gr_e05,A,0,0.07880753000000001,0.08581042206896554,0.0776325903448276,0.08683150965517243,0.06694116862068968,0.03974198827586209,0.04213568034482761,0.031260704482758646,0.02838087689655175,0.0448596207692308,0.014110080000000028,0.054453111034482776,0.02874985034482761,0.03696693382352943,0.053262259393939415,0.024231958648648678,0.035333716410256434,0.05189890974358978,0.06510021700000003,0.08454142482758625,0.0481687182758621,0.05799304371428574,0.08676835068965522,0.10669091724137934,0.14448879793103447
o4_gr_e06,A,0,0.08476101000000001,0.0632631955172414,0.06107235482758623,0.08402278137931035,0.07121404137931037,0.0423909731034483,0.018664755172413817,0.034112076206896574,0.04953475689655175,0.05340052653061228,0.03522854034482761,0.031571052068965544,0.029987043750000032,0.04370692400000003,0.06388269707317076,0.025397169696969726,0.039432594651162826,0.06147791272727276,0.0781116760526316,0.10891045206896553,0.04349605448275865,0.0649349785714286,0.09990560793103449,0.12070482172413795,0.15999999999999998
o4_gr_e07,A,0,0.10568475482758621,0.06743809758620692,0.08882211689655176,0.1066482627586207,0.06911295000000003,0.08662730034482759,0.012126508333333359,0.024236301562500027,0.03585068344827589,0.05259073104166669,0.03132464000000002,0.021782467931034503,0.03180142843750002,0.04969837354838712,0.07002851921052633,0.021074224482758648,0.03539289255813956,0.05384046025000004,0.07101569628571432,0.08739112413793106,0.043217240270270296,0.06295045375000002,0.08114401939393943,0.09511664281250001,0.13044068827586208
o4_gr_e08,A,0,0.029327916551724162,0.06351814862068968,0.0578491231034483,0.07490458000000001,0.08619297137931035,0.009471047931034513,0.01982720656250003,0.03127266966666669,0.05016696620689658,0.060381648965517266,0.008659102121212141,0.02194496793103451,0.04413730000000002,0.06115139620689657,0.09090709379310345,0.018305565000000024,0.028666911142857174,0.03964806677419357,0.054263832413793116,0.07393684103448278,0.06586252344827588,0.0552479555172414,0.07177970931034484,0.08102734482758621,0.11001495689655173
o4_gr_e09,A,0,0.10048911379310344,0.0836229572413793,0.06644081172413792,0.07295394172413792,0.07449210793103447,0.033140590344827574,0.014993884516129022,0.0283633426470588,0.04169471967741934,0.057287714999999975,0.02663275103448274,0.019446746451612883,0.036432407812499984,0.05553057099999999,0.08288879103448274,0.018839464482758604,0.036545046666666636,0.05613771894736843,0.07384069099999999,0.10851000586206896,0.035504802777777775,0.059012075882352924,0.07719840843749995,0.09295132968749997,0.14040908068965519
o4_gr_e10,A,0,0.06495006862068967,0.04259491656250003,0.07924881032258066,0.11744193482758623,0.15999999999999998,0.03139014689655174,0.029001079302325608,0.058280927500000024,0.07817635650000007,0.14616317379310345,0.034439363793103465,0.025322301379310373,0.033694432571428595,0.0531348565714286,0.0939084275862069,0.07757814586206899,0.036991425172413814,0.03201930413793106,0.04082200161290326,0.053702122777777805,0.10620858206896554,0.02643423033333337,0.06724004896551726,0.06016480517241382,0.08426093206896554
